OrchardDesc,PIN,Manager,OrchardGroup,Planting code,Variety,Root stock,Growing system,Row spacing,Tree spacing,# trees,Hectares,Growing method,Mgmt. area,Prod. site,Clearance,Tags (season)
IND - Huawhenua - Home,R1751,,Independent Sector,HUA-B2,Rockit,CG202,,3.5,1.5,726,0.38,Conventional,B2,B,,
IND - Huawhenua - Home,R1751,,Independent Sector,HUA-B2.2,Rockit,MM102,,4.1,1.8,1395,1.03,Conventional,B,B2,,
IND - Kararua,R2934,,Independent Sector,KAR-ROCK1,Rockit,M9,,,,0,2.13,Conventional,ROCK1,F,,
IND - Kararua,R2934,,Independent Sector,KAR-ROCK10,Rockit,M9,,,,0,2.15,Conventional,RCK10,E,,
IND - Kararua,R2934,,Independent Sector,KAR-ROCK2,Rockit,M9,,,,0,1.95,Conventional,ROCK2,B,,
IND - Kararua,R2934,,Independent Sector,KAR-ROCK3,Rockit,M9,,,,0,1.95,Conventional,ROCK3,F,,
IND - Kararua,R2934,,Independent Sector,KAR-ROCK4,Rockit,M9,,,,0,1.98,Conventional,ROCK4,B,,
IND - Kararua,R2934,,Independent Sector,KAR-ROCK5,Rockit,M9,,,,0,1.98,Conventional,ROCK5,F,,
IND - Kararua,R2934,,Independent Sector,KAR-ROCK6,Rockit,M9,,,,0,0.61,Conventional,ROCK6,F,,
IND - Kararua,R2934,,Independent Sector,KAR-ROCK7,Rockit,M9,,,,0,1.5,Conventional,ROCK7,D,,
IND - Kararua,R2934,,Independent Sector,KAR-ROCK8,Rockit,M9,,,,0,2.15,Conventional,ROCK8,E,,
IND - Kararua,R2934,,Independent Sector,KAR-ROCK9,Rockit,M9,,,,0,1.51,Conventional,ROCK9,D,,
IND - Korokipo,R2850,,Independent Sector,KOR-KCR1,Rockit,M.9,2D,2.8,1.5,5680,2.34,Conventional,KCR1,A,,
IND - Korokipo,R2850,,Independent Sector,KOR-KCR2,Rockit,M.9,2D,2.8,1.5,7754,3.25668,Conventional,KCR2,C,,
IND - Korokipo,R2850,,Independent Sector,KOR-KCR3,Rockit,M.9,2D,2.8,1.5,10938,4.59396,Conventional,KCR3,E,,
IND - Korokipo,R2850,,Independent Sector,KOR-KPR1,Rockit,M.9,2D,2.8,1.5,5763,2.42046,Conventional,KPR1,H,,
IND - Korokipo,R2850,,Independent Sector,KOR-KPR2,Rockit,M.9,2D,2.8,1.5,6348,2.66616,Conventional,KPR2,I,,
IND - Korokipo Verries,R2872,,Independent Sector,KOV-KVR1,Rockit,M9,2D,2.8,1.5,2726,1.14,Conventional,KVR1,B,,
IND - Korokipo Verries,R2872,,Independent Sector,KOV-KVR2,Rockit,M9,2D,2.8,1.5,3752,1.58,Conventional,KVR2,D,,
IND - Korokipo Verries,R2872,,Independent Sector,KOV-KVR3,Rockit,M9,2D,2.8,1.5,4296,1.8,Conventional,KVR3,H,,
IND - Korokipo Verries,R2872,,Independent Sector,KOV-KVR4,Rockit,M9,2D,2.8,1.5,2778,1.17,Conventional,KVR4,J,,
Lawn Road,R2917,Milap Sondh,Hastings Sector,LAWN A1,Rockit,M.9,2D,3,1.4,4626,1.94292,Conventional,A,A,,
Lawn Road,R2917,Milap Sondh,Hastings Sector,LAWN A2,Rockit,M.9,2D,3,1.4,4959,2.08278,Conventional,B,B,,
Lawn Road,R2917,Milap Sondh,Hastings Sector,LAWN B1,Rockit,M.9,2D,3,1.4,4544,1.90848,Conventional,C,C,,
Lawn Road,R2917,Milap Sondh,Hastings Sector,LAWN B2,Rockit,M.9,2D,3,1.4,5356,2.24952,Conventional,D,D,,
Lawn Road,R2917,Milap Sondh,Hastings Sector,LAWN C1,Rockit,M.9,2D,3,1.4,3984,1.67328,Conventional,E,E,,
Lawn Road,R2917,Milap Sondh,Hastings Sector,LAWN C2,Rockit,M.9,2D,3,1.4,5109,2.14578,Conventional,F,F,,
IND - Longlands,R2329,,Independent Sector,LGL A1,Rockit,M.9,2D,2.5,1.6,7517,3.0068,Conventional,A1,A,(excluded),Non-production
IND - Longlands,R2329,,Independent Sector,LGL A2,Rockit,M.9,2D,2.5,1.6,2442,0.9768,Conventional,A2,A,(excluded),Non-production
IND - Longlands,R2329,,Independent Sector,LGL B1,Rockit,M.9,2D,2.5,1.6,3862,1.5448,Conventional,B1,B,(excluded),Non-production
IND - Longlands,R2329,,Independent Sector,LGL B2,Rockit,M.9,2D,2.5,1.6,3909,1.5636,Conventional,B2,B,(excluded),Non-production
IND - Longlands,R2329,,Independent Sector,LGL B3,Rockit,M.9,2D,2.5,1.6,675,0.27,Conventional,B3,B,(excluded),Non-production
IND - Longlands,R2329,,Independent Sector,LGL B4,Rockit,M.9,2D,2.5,1.6,1559,0.6236,Conventional,B4,B,(excluded),Non-production
IND - Longlands,R2329,,Independent Sector,LGL C1,Rockit,M.9,2D,2.5,1.6,7158,2.8632,Conventional,C1,C,(excluded),Non-production
IND - Longlands,R2329,,Independent Sector,LGL C2,Rockit,M.9,2D,2.5,1.6,5787,2.3148,Conventional,C2,C,(excluded),Non-production
IND - Longlands,R2329,,Independent Sector,LGL D1,Rockit,M.9,2D,2.5,1.6,9659,3.8636,Conventional,D1,D,(excluded),Non-production
IND - Longlands,R2329,,Independent Sector,LGL D2,Rockit,M.9,2D,2.5,1.6,7948,3.1792,Conventional,D2,D,(excluded),Non-production
Lobb,R2899,Todd Blackman,Havelock Sector,LOBB A,Rockit,CG202,Spindle,3.5,1.4,5667,2.77683,Conventional,A,A,,
Lobb,R2899,Todd Blackman,Havelock Sector,LOBB B,Rockit,CG202,Spindle,3.5,1.4,5521,2.70529,Conventional,B,B,,
IND- Longacre Orchard (RLA),R2219,,Independent Sector,LONGACR A1,Rockit,CG202,Spindle,3.5,1.4,2392,1.172,Conventional,L1,A,,
IND- Longacre Orchard (RLA),R2219,,Independent Sector,LONGACR A2,Rockit,CG202,Spindle,3.5,1.4,2177,1.067,Conventional,L2,A,,
IND- Longacre Orchard (RLA),R2219,,Independent Sector,LONGACR B1,Rockit,M.9,2D,3,1.4,4256,1.788,Conventional,L3,B,,
IND- Longacre Orchard (RLA),R2219,,Independent Sector,LONGACR B2,Rockit,M.9,2D,3,1.6,4288,1.801,Conventional,L4,B,,
IND- Longacre Orchard (RLA),R2219,,Independent Sector,LONGACR C1,Rockit,M.9,2D,3,1.6,5622,2.361,Conventional,L5,C,,
IND- Longacre Orchard (RLA),R2219,,Independent Sector,LONGACR C2,Rockit,M.9,2D,3,1.4,2767,1.162,Conventional,L6,C,,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY A1,Rockit,CG202,Spindle,2.8,1.4,9575,3.564848,Conventional,3,A,,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY A2,Rockit,CG202,Spindle,2.8,1.4,9546,3.604832,Conventional,2,B,,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY B1,Rockit,CG202,Twin Leader,2.8,1.4,4472,1.6856,Conventional,1,C,,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY B2,Rockit,CG41,Spindle,3,1.4,1023,0.42966,Conventional,5B,D,(excluded),Non-production
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY B3,Rockit,M.9,Spindle,3,1.4,899,0.37758,Conventional,5A,D,(excluded),Non-production
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY C1,Rockit,CG202,FOPS,3,2.2,4720,3.208,Conventional,7,,(excluded),Non-production
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY C2,Rockit,CG202,FOPS,3,2.2,4457,2.909,Conventional,6,,(excluded),Non-production
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY D1,Rockit,CG202,2D,2.5,1.4,4838,1.6933,Conventional,9A,F,,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY D2,Rockit,M9,2D,2.5,1.4,5064,1.7724,Conventional,9B,F,,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY D3,Rockit,CG202,FOPS,2.2,2.8,2855,1.75868,Conventional,12B,G,(excluded),Non-production
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY D4,Rockit,M.9,FOPS,2.2,2.4,2895,1.52856,Conventional,12A,G,(excluded),Non-production
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY E1,Rockit,M.9,Spindle,2.8,1,3050,1.805,Conventional,11,,(excluded),Non-production
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY F1,Rockit,M.9,FOPS,2.2,2.4,9890,2.7692,Conventional,13,H,,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY F2,Rockit,M.9,Spindle,2.8,1,6932,1.93956,Conventional,14,,(excluded),Non-production
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY G1,Rockit,M.9,FOPS,2.2,2.4,4073,2.212,Conventional,16,,(excluded),Non-production
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY G2,Rockit,M.9,FOPS,2.2,2.4,2805,1.802,Conventional,17,,(excluded),Non-production
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY G3,Rockit,M.9,FOPS,2.2,2.4,3257,1.815,Conventional,18,,(excluded),Non-production
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY H1,Rockit,M.9,FOPS,2.2,2.4,4808,2.678,Conventional,19,,(excluded),Non-production
Mana 1,R2926,Andrew Culver,Maraekakaho Sector,MANA1 - A1,Rockit,M.9,2D,3,1.4,7784,3.269,Conventional,M5,A,,
Mana 1,R2926,Andrew Culver,Maraekakaho Sector,MANA1 - A2,Rockit,M.9,2D,3,1.4,6530,2.743,Conventional,M6,A,,
Mana 1,R2926,Andrew Culver,Maraekakaho Sector,MANA1 - B1,Rockit,M.9,2D,3,1.4,7307,3.06894,Conventional,M8,B,,
Mana 1,R2926,Andrew Culver,Maraekakaho Sector,MANA1 - B2,Rockit,M.9,2D,3,1.4,7271,3.054,Conventional,M7,B,,
Mana 2,R2927,Andrew Culver,Maraekakaho Sector,MANA2 - A1,Rockit,M.9,2D,3,1.4,6627,2.783,Conventional,M1,A,,
Mana 2,R2927,Andrew Culver,Maraekakaho Sector,MANA2 - A2,Rockit,M.9,2D,3,1.4,6138,2.57796,Conventional,M2,A,,
Mana 2,R2927,Andrew Culver,Maraekakaho Sector,MANA2 - B1,Rockit,M.9,2D,3,1.4,6521,2.73882,Conventional,M4,B,,
Mana 2,R2927,Andrew Culver,Maraekakaho Sector,MANA2 - B2,Rockit,M.9,2D,3,1.4,6524,2.74008,Conventional,M3,B,,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI A1,Rockit,M.9,Spindle,3,1.4,5075,2.1315,Conventional,A1,A,,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI A2,Rockit,M.9,Spindle,3,1.4,5280,2.2176,Conventional,A2,A,,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI B1,Rockit,M.9,Spindle,3,1.4,5618,2.35956,Conventional,B1,B,,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI B2,Rockit,M.9,Spindle,3,1.4,2585,1.0857,Conventional,B2,B,,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI C,Rockit,M.9,Spindle,3,1.4,6562,2.75604,Conventional,C,C,,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI D,Rockit,M.9,Spindle,3,1.4,7003,2.94126,Conventional,D,D,,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI E,Rockit,M.9,Spindle,3,1.4,5051,2.12142,Conventional,E,E,,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI F1,Rockit,M.9,Spindle,3,1.4,5716,2.40072,Conventional,F1,F,,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI F2,Rockit,M.9,Spindle,3,1.4,5166,2.16972,Conventional,F2,F,,
IND - Manzana,R2879,,Independent Sector,MANZ A1,Rockit,M.9,Spindle,3,1.4,6075,2.5515,Conventional,A1,A,,
IND - Manzana,R2879,,Independent Sector,MANZ A2,Rockit,M.9,Spindle,3,1.4,4841,2.03322,Conventional,A2,A,,
IND - Manzana,R2879,,Independent Sector,MANZ A3,Rockit,M.9,Spindle,3,1.4,3082,1.29444,Conventional,A3,A,,
IND - Manzana,R2879,,Independent Sector,MANZ B1,Rockit,M.9,Spindle,3,1.4,3906,1.64052,Conventional,B1,B,,
IND - Manzana,R2879,,Independent Sector,MANZ B2,Rockit,M.9/M.26,Spindle,3,1.4,5404,2.26968,Conventional,B2,B,,
IND - Manzana,R2879,,Independent Sector,MANZ B3,Rockit,M.9,Spindle,3,1.4,3041,1.27722,Conventional,B3,B,,
IND - Manzana,R2879,,Independent Sector,MANZ C1,Rockit,M.9,Spindle,3,1.4,4807,2.01894,Conventional,C1,C,,
IND - Manzana,R2879,,Independent Sector,MANZ C2,Rockit,M.9/M.26,Spindle,3,1.4,7245,3.0429,Conventional,C2,C,,
IND - Manzana,R2879,,Independent Sector,MANZ C3,Rockit,M.9,Spindle,3,1.4,7147,3.00174,Conventional,C3,C,,
IND - Manzana,R2879,,Independent Sector,MANZ D1,Rockit,M.9,Spindle,3,1.4,4840,2.0328,Conventional,D1,D,,
IND - Manzana,R2879,,Independent Sector,MANZ D2,Rockit,M.9,Spindle,3,1.4,7095,2.9799,Conventional,D2,D,,
IND - Manzana 2,R2925,,Independent Sector,MANZ2 A,Rockit,M.9,Spindle,3,1.4,8413,3.57504,Conventional,A,A,,
IND - Manzana 2,R2925,,Independent Sector,MANZ2 B,Rockit,M.9,Spindle,3,1.4,9173,3.95598,Conventional,B,B,,
IND - Manzana 2,R2925,,Independent Sector,MANZ2 C,Rockit,M.9,Spindle,3,1.4,4120,1.86858,Conventional,C,C,,
IND - Mangapoike,R2952,,Independent Sector,MHL A,Rockit,M.9,2D,2.5,1.6,6155,2.462,Conventional,A,A,,Non-production
IND - Mangapoike,R2952,,Independent Sector,MHL B,Rockit,M.9,2D,2.5,1.6,6325,2.53,Conventional,B,B,,Non-production
IND - Moa Apples,R1626,,Independent Sector,MOA-NP4,Rockit,M.9,,3.5,1.5,1128,0.592,Conventional,4,A,,
IND - Moa Apples,R1626,,Independent Sector,MOA-NPA,Rockit,M.9,,3.5,1.5,1340,0.7371,Conventional,A,C,,
IND - Moa Apples,R1626,,Independent Sector,MOA-NPC,Rockit,M.9,,3.5,1.5,399,0.21,Conventional,C,C,,
IND - Moa Apples,R1626,,Independent Sector,MOA-OV1,Rockit,,,5,3,1082,1.62,Conventional,1,A,,
IND - Moa Apples,R1626,,Independent Sector,MOA-OV3,Rockit,,,5,3,1649,0.87,Conventional,3,A,,
IND - Moa Apples,R1626,,Independent Sector,MOA-OVB,Rockit,,,5,3,811,1.22,Conventional,B,C,,
IND - Moa Apples,R1626,,Independent Sector,MOA-OVD,Rockit,,,5,3,922,0.48,Conventional,D,B,,
IND - Moa Apples,R1626,,Independent Sector,MOA-OVF,Rockit,,,5,3,204,0.26,Conventional,F,B,,
IND - Moa Apples,R1626,,Independent Sector,MOA-YV2,Rockit,M.793,,3.5,3,701,0.74,Conventional,2,A,,
IND - Moa Apples,R1626,,Independent Sector,MOA-YVE,Rockit,M.793,,3.5,3,375,0.39,Conventional,E,B,,
IND - Moteo Pa,R2636,,Independent Sector,MOT A1,Rockit,MM.106,Spindle,3.5,1.6,5202,2.91312,Conventional,A1,A,,
IND - Moteo Pa,R2636,,Independent Sector,MOT A2,Rockit,MM.106,Spindle,3.5,1.6,1686,0.94416,Conventional,A2,A,,
IND - Moteo Pa,R2636,,Independent Sector,MOT B1,Rockit,M.9,Spindle,3,1.4,2485,1.04496,Conventional,B1,B,,
IND - Moteo Pa,R2636,,Independent Sector,MOT B2,Rockit,M.9,Spindle,3,1.4,2534,1.06428,Conventional,B2,B,,
IND - Norton,R1856,,Independent Sector,NOR-NTRK,Rockit,M.9,,1.4,3.3,5288,2.443056,Conventional,ROCK,B,,
Napier Road Central,R1639,Milap Sondh,Hastings Sector,NRC A1,Rockit,MM.106,Twin Leader,4.5,2.5,428,0.4815,Conventional,A,A,,
Napier Road Central,R1639,Milap Sondh,Hastings Sector,NRC A2,Rockit,Marc,Spindle,3.5,1.5,583,0.306075,Conventional,A,A,,
Napier Road Central,R1639,Milap Sondh,Hastings Sector,NRC A3,Rockit,MM.106,Twin Leader,4.5,2.4,301,0.32508,Conventional,A,A,,
Napier Road Central,R1639,Milap Sondh,Hastings Sector,NRC A4,Rockit,MM.106,Twin Leader,4.5,2.4,366,0.39528,Conventional,A,A,,
Napier Road Central,R1639,Milap Sondh,Hastings Sector,NRC B1,Rockit,M.9/M.116,Spindle,4.5,1.2,473,0.25542,Conventional,B,B,,
