OrchardDesc,PIN,Manager,OrchardGroup,Planting code,Variety,Root stock,Growing system,Row spacing,Tree spacing,# trees,Hectares,Growing method,Mgmt. area,Prod. site,Clearance,Tags (season)
Mana 1,R2926,Andrew Culver,Maraekakaho Sector,MANA1 - A2,Rockit,M.9,2D,3,1.4,6554,2.676,Conventional,2,A,,
Mana 1,R2926,Andrew Culver,Maraekakaho Sector,MANA1 - B1,Rockit,M.9,2D,3,1.4,7283,3.068,Conventional,4,B,,
Mana 1,R2926,Andrew Culver,Maraekakaho Sector,MANA1 - B2,Rockit,M.9,2D,3,1.4,7255,3.07,Conventional,3,B,,
Mana 2,R2927,Andrew Culver,Maraekakaho Sector,MANA2 - A1,Rockit,M.9,2D,3,1.4,6625,2.769,Conventional,1,A,,
Mana 2,R2927,Andrew Culver,Maraekakaho Sector,MANA2 - A2,Rockit,M.9,2D,3,1.4,6138,2.569,Conventional,2,A,,
Mana 2,R2927,Andrew Culver,Maraekakaho Sector,MANA2 - B1,Rockit,M.9,2D,3,1.4,6396,2.457,Conventional,4,B,,
Mana 2,R2927,Andrew Culver,Maraekakaho Sector,MANA2 - B2,Rockit,M.9,2D,3,1.4,6524,2.783,Conventional,3,B,,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI A1,Rockit,M.9,Spindle,3,1.4,5076,2.13192,Conventional,A1,A,,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI A2,Rockit,M.9,Spindle,3,1.4,5275,2.2155,Conventional,A2,B,,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI B1,Rockit,M.9,Spindle,3,1.4,5610,2.3562,Conventional,A3,C,,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI B2,Rockit,M.9,Spindle,3,1.4,2587,1.08654,Conventional,A4,D,,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI C,Rockit,M.9,Spindle,3,1.4,6571,2.75982,Conventional,B1,E,,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI D,Rockit,M.9,Spindle,3,1.4,6993,2.93706,Conventional,B2,F,,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI E,Rockit,M.9,Spindle,3,1.4,5050,2.121,Conventional,B3,G,,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI F1,Rockit,M.9,Spindle,3,1.4,5715,2.4003,Conventional,C1,H,,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI F2,Rockit,M.9,Spindle,3,1.4,5162,2.16804,Conventional,C2,I,,
IND - Manzana,R2879,,Independent Sector,MANZ A1,Rockit,M.9,Spindle,3,1.4,5909,2.48,Conventional,A1,A,,
IND - Manzana,R2879,,Independent Sector,MANZ A2,Rockit,M.9,Spindle,3,1.4,4673,1.96,Conventional,A2,A,,
IND - Manzana,R2879,,Independent Sector,MANZ A3,Rockit,M.9,Spindle,3,1.4,3013,1.27,Conventional,A3,A,,
IND - Manzana,R2879,,Independent Sector,MANZ B1,Rockit,M.9,Spindle,3,1.4,3777,1.57,Conventional,B1,B,,
IND - Manzana,R2879,,Independent Sector,MANZ B2,Rockit,M.9/M.26,Spindle,3,1.4,5222,2.19,Conventional,B2,B,,
IND - Manzana,R2879,,Independent Sector,MANZ B3,Rockit,M.9,Spindle,3,1.4,2942,1.24,Conventional,B3,B,,
IND - Manzana,R2879,,Independent Sector,MANZ C1,Rockit,M.9,Spindle,3,1.4,4655,1.96,Conventional,C1,C,,
IND - Manzana,R2879,,Independent Sector,MANZ C2,Rockit,M.9/M.26,Spindle,3,1.4,7020,2.95,Conventional,C2,C,,
IND - Manzana,R2879,,Independent Sector,MANZ C3,Rockit,M.9,Spindle,3,1.4,6865,2.88,Conventional,C3,C,,
IND - Manzana,R2879,,Independent Sector,MANZ D1,Rockit,M.9,Spindle,3,1.4,4694,1.97,Conventional,D1,D,,
IND - Manzana,R2879,,Independent Sector,MANZ D2,Rockit,M.9,Spindle,3,1.4,6867,2.89,Conventional,D2,D,,
IND - Manzana 2,R2925,,Independent Sector,MANZ2 A,Rockit,M.9,Spindle,3,1.4,8257,3.47,Conventional,A,A,,
IND - Manzana 2,R2925,,Independent Sector,MANZ2 B,Rockit,M.9,Spindle,3,1.4,9103,3.82,Conventional,B,B,,
IND - Manzana 2,R2925,,Independent Sector,MANZ2 C,Rockit,M.9,Spindle,3,1.4,4136,1.74,Conventional,C,C,,
IND - Moa Apples,R1626,,Independent Sector,MOA-NP4,Rockit,M.9,,3.5,1.5,1128,0.5922,Conventional,4,A,,
IND - Moa Apples,R1626,,Independent Sector,MOA-NPA,Rockit,M.9,,3.5,1.5,1340,0.7371,Conventional,A,C,,
IND - Moa Apples,R1626,,Independent Sector,MOA-NPC,Rockit,M.9,,3.5,1.5,922,0.48405,Conventional,C,B,,
IND - Moa Apples,R1626,,Independent Sector,MOA-OV1,Rockit,,,5,3,253,0.3795,Conventional,1,A,,
IND - Moa Apples,R1626,,Independent Sector,MOA-OV3,Rockit,,,5,3,430,0.726,Conventional,3,A,,
IND - Moa Apples,R1626,,Independent Sector,MOA-OVB,Rockit,,,5,3,1004,1.563,Conventional,B,C,,
IND - Moa Apples,R1626,,Independent Sector,MOA-OVD,Rockit,,,5,3,239,0.3585,Conventional,D,B,,
IND - Moa Apples,R1626,,Independent Sector,MOA-OVF,Rockit,,,5,3,144,0.26,Conventional,F,B,,
IND - Moa Apples,R1626,,Independent Sector,MOA-YV2,Rockit,M.793,,3.5,3,425,0.44625,Conventional,2,A,,
IND - Moa Apples,R1626,,Independent Sector,MOA-YVE,Rockit,M.793,,3.5,3,204,0.2142,Conventional,E,B,,
IND - Moteo Pa,R2636,,Independent Sector,MOT A1,Rockit,MM.106,Spindle,3.5,1.6,2687,2.99,Conventional,A1,A,,
IND - Moteo Pa,R2636,,Independent Sector,MOT A2,Rockit,MM.106,Spindle,3.5,1.6,859,0.96,Conventional,A2,A,,
IND - Moteo Pa,R2636,,Independent Sector,MOT B1,Rockit,M.9,Spindle,3,1.4,2469,1.02,Conventional,B1,B,,
IND - Moteo Pa,R2636,,Independent Sector,MOT B2,Rockit,M.9,Spindle,3,1.4,2374,0.98,Conventional,B2,B,,
IND - Norton,R1856,,Independent Sector,NOR-NTRK,Rockit,M.9,,1.4,3.3,5288,2.443056,Conventional,ROCK,B,,
Napier Road Central,R1639,Milap Sondh,Hastings Sector,NRC A1,Rockit,MM.106,Twin Leader,4.5,2.5,410,0.49,Conventional,A1,A1,,
Napier Road Central,R1639,Milap Sondh,Hastings Sector,NRC A2,Rockit,Marc,Spindle,3.5,1.5,567,0.329,Conventional,A2,A2,,
Napier Road Central,R1639,Milap Sondh,Hastings Sector,NRC A3,Rockit,MM.106,Twin Leader,4.5,2.4,282,0.339,Conventional,A3,A3,,
Napier Road Central,R1639,Milap Sondh,Hastings Sector,NRC A4,Rockit,MM.106,Twin Leader,4.5,2.4,347,0.404,Conventional,A4,A4,,
Napier Road Central,R1639,Milap Sondh,Hastings Sector,NRC B1,Rockit,M.9/M.116,Spindle,4.5,1.2,451,0.27,Conventional,B1,B1,,
Napier Road Central,R1639,Milap Sondh,Hastings Sector,NRC B2,Rockit,MM.106,Twin Leader,4.5,2.4,251,0.274,Conventional,B2,B2,,
Napier Road Central,R1639,Milap Sondh,Hastings Sector,NRC B3,Rockit,M.9/M.116,Spindle,4.5,1.2,280,0.16,Conventional,B3,B3,,
Napier Road Central,R1639,Milap Sondh,Hastings Sector,NRC B4,Rockit,MM.106,Twin Leader,4.5,2.4,228,0.254,Conventional,B4,B4,,
Napier Road Central,R1639,Milap Sondh,Hastings Sector,NRC B5,Rockit,M.9/M.116,Twin Leader,4.5,1.2,577,0.321,Conventional,B5,B5,,
Napier Road Central,R1639,Milap Sondh,Hastings Sector,NRC B6,Rockit,MM.106,Spindle,4.5,2.4,265,0.292,Conventional,B6,B6,,
IND-Te Wairua,R2915,,Independent Sector,NRL A,Rockit,M.9,2D,3,1.4,1383,0.575,Conventional,A,,,Non-production
IND-Te Wairua,R2915,,Independent Sector,NRL B,Rockit,M.9,2D,3,1.4,5294,2.216,Conventional,B,,,Non-production
IND-Te Wairua,R2915,,Independent Sector,NRL C,Rockit,M.9,2D,3,1.4,3983,1.667,Conventional,C,,,Non-production
IND-Te Wairua,R2915,,Independent Sector,NRL D,Rockit,M.9,2D,3,1.4,165,2.83,Conventional,D,,,Non-production
Napier Road North,R2775,Milap Sondh,Hastings Sector,NRN A1,Rockit,M.9,Spindle,3,1.4,252,0.11,Conventional,A1,A1,,
Napier Road North,R2775,Milap Sondh,Hastings Sector,NRN A2,Rockit,M.9,Spindle,3,1.4,385,0.18,Conventional,A2,A2,,
Napier Road North,R2775,Milap Sondh,Hastings Sector,NRN A3,Rockit,M.9,Spindle,3,1.4,2304,1.34,Conventional,A3,A3,,
Napier Road North,R2775,Milap Sondh,Hastings Sector,NRN B1,Rockit,M.9,Spindle,3,1.4,3978,1.67076,Conventional,B,B,,
Napier Road South,R2712,Milap Sondh,Hastings Sector,NRS A1,Rockit,M.9,Spindle,3,1.4,301,0,Conventional,A1,A1,,
Napier Road South,R2712,Milap Sondh,Hastings Sector,NRS A2,Rockit,M.9,Spindle,3,1.4,33,0.08,Conventional,A2,A2,,
Napier Road South,R2712,Milap Sondh,Hastings Sector,NRS A3,Rockit,M.9,Spindle,3,1.4,3266,1.52,Conventional,A3,A3,,
Napier Road South,R2712,Milap Sondh,Hastings Sector,NRS B1,Rockit,M.9,Spindle,3,1.4,3978,1.83,Conventional,B,B,,
IND - Oceanview Orchard,R1899,,Independent Sector,OCE-DRAIN,Rockit,MM.106,,5,2.5,1470,1.8375,Conventional,C,C,,
IND - Oceanview Orchard,R1899,,Independent Sector,OCE-LEFT,Rockit,MM.106,,4.5,2.5,1495,1.681875,Conventional,D,D,,
IND - Oceanview Orchard,R1899,,Independent Sector,OCE-MIDDLE,Rockit,MM.106,,5,2.5,2200,2.812,Conventional,B,B,,
IND - Oceanview Orchard,R1899,,Independent Sector,OCE-SHED,Rockit,MM.106,,5,2.5,1007,1.25875,Conventional,A,A,,
IND - Okohua Orchard,R1611,,Independent Sector,OKO-C1,Rockit,MM.106,,3.8,2.5,960,0.912,Conventional,C1,C,,
IND - Okohua Orchard,R1611,,Independent Sector,OKO-C2,Rockit,M793,,4.3,3,0,0,Conventional,,,,
Omahu,R2724,Shane Crawford,Crownthorpe Sector,OMAHU A1,Rockit,M.9,Spindle,3,1.4,6730,2.83,Conventional,A,A,,
Omahu,R2724,Shane Crawford,Crownthorpe Sector,OMAHU A2,Rockit,M.9,Spindle,3,1.4,3786,1.61,Conventional,C,C,,
Omahu,R2724,Shane Crawford,Crownthorpe Sector,OMAHU A3,Rockit,M.9,Spindle,3,1.4,1975,0.82,Conventional,E,C,,
Omahu,R2724,Shane Crawford,Crownthorpe Sector,OMAHU B,Rockit,M.9,Spindle,3,1.4,2475,1.0395,Conventional,B,B,,
Omahu,R2724,Shane Crawford,Crownthorpe Sector,OMAHU B1,Rockit,CG202,FOPS,2.2,2.8,3804,2.717,Conventional,FOPSD,FD,,
Omahu,R2724,Shane Crawford,Crownthorpe Sector,OMAHU B2,Rockit,CG202,FOPS,2.2,2.8,1675,0.531,Conventional,FOPSF,FF,,
Omahu,R2724,Shane Crawford,Crownthorpe Sector,OMAHU B3,Rockit,M.9,Spindle,3,1.4,11097,4.66074,Conventional,F,F,,
Omahu,R2724,Shane Crawford,Crownthorpe Sector,OMAHU D,Rockit,M.9,Spindle,3,1.4,8830,3.7086,Conventional,D,D,,
Omahu,R2724,Shane Crawford,Crownthorpe Sector,OMAHU FB,Rockit,CG202,FOPS,2.2,2.8,1618,1.008,Conventional,FOPSB,FB,,
Omahu,R2724,Shane Crawford,Crownthorpe Sector,OMAHU FG,Rockit,CG202,FOPS,2.2,2.8,4778,3.024,Conventional,FOPSG,FG,,
Omahu,R2724,Shane Crawford,Crownthorpe Sector,OMAHU G,Rockit,M.9,Spindle,3,1.4,4491,1.88622,Conventional,G,G,,
Ormond Road,R2945,Milap Sondh,Hastings Sector,ORM A1,Rockit,M.9,FOPS,2.2,2.4,4951,2.628,Conventional,D,,,Non-production
Ormond Road,R2945,Milap Sondh,Hastings Sector,ORM A2,Rockit,M.9,FOPS,2.2,2.4,6158,3.28,Conventional,C,,,Non-production
Ormond Road,R2945,Milap Sondh,Hastings Sector,ORM B1,Rockit,M.9,FOPS,2.2,2.4,5841,3.085,Conventional,A,,,Non-production
Ormond Road,R2945,Milap Sondh,Hastings Sector,ORM B2,Rockit,M.9,FOPS,2.2,2.4,5352,2.828,Conventional,B,,,Non-production
IND - Paki Paki,R2786,,Independent Sector,PAK-RK1,Rockit,M.9,,3.3,1.4,3869,1.787478,Conventional,A,A,,
IND - Paki Paki,R2786,,Independent Sector,PAK-RK2,Rockit,M.9,,3.5,1.4,3306,1.61994,Conventional,B,B,,
IND - Parkhill Orchard,R2841,,Independent Sector,PAR-RK,Rockit,M.9,,3.3,1.4,11586,5.352732,Conventional,A,A,,
Rangi 2,R2901,Shane Crawford,Crownthorpe Sector,RANGI2 A,Rockit,M.793,Spindle,4,2,1489,1.5,Conventional,A,A,,
Rangi 2,R2901,Shane Crawford,Crownthorpe Sector,RANGI2 B,Rockit,M.793,Spindle,4,2,1784,1.3,Conventional,B,B,,
Rangi 2,R2901,Shane Crawford,Crownthorpe Sector,RANGI2 C,Rockit,M.793,Spindle,4,2,1688,1.2,Conventional,C,C,,
IND - Riverbank Orchard,R1632,,Independent Sector,RBK VN,Rockit,M9,,3.5,1.5,1893,1.1,Conventional,N,A,,
IND - Riverbank Orchard,R1632,,Independent Sector,RBK VO,Rockit,MM102,,4.1,1.8,1149,0.847,Conventional,O,A,,
IND - Riverside,R1752,,Independent Sector,RIV-B1,Rockit,MM.106,,4.5,2.5,530,0.59625,Conventional,B1,B,,
IND - Riverside,R1752,,Independent Sector,RIV-B1/1,Rockit,M793,,,,0,0,Conventional,,,,
IND - Riverside,R1752,,Independent Sector,RIV-B2,Rockit,M.26,,3.9,1.5,1050,0.61,Conventional,B2,B,,
IND - Riverside,R1752,,Independent Sector,RIV-B2/2,Rockit,M116,,4,2,0,0,Conventional,,,,
IND - Riverside,R1752,,Independent Sector,RIV-C1,Rockit,M26,,4,1.5,1442,0.87,Conventional,C1,C,,
IND - Riverside,R1752,,Independent Sector,RIV-C1/1,Rockit,MM106,,5,3,0,0,Conventional,,,,
IND - Riverside,R1752,,Independent Sector,RIV-C1/2,Rockit,M26,,4,1.5,0,0,Conventional,,,,
IND - Riverside,R1752,,Independent Sector,RIV-D2,Rockit,MM106,,4.5,2.5,548,0.6165,Conventional,D2,D,,
IND - Riverside,R1752,,Independent Sector,RIV-D2/1,Rockit,M793,,4,2,0,0,Conventional,,,,
IND - Riverside,R1752,,Independent Sector,RIV-D2/2,Rockit,MM106,,4.5,2.5,0,0,Conventional,,,,
