OrchardDesc,PIN,Manager,OrchardGroup,Planting code,Variety,Root stock,Growing system,Row spacing,Tree spacing,# trees,Hectares,Growing method,Mgmt. area,Prod. site,Clearance,Tags (season)
IND - Colaghty Orchard,R2929,,Independent Sector,COL-HOUSE,Rockit,M9,,,,12169,4.75,Conventional,A,A,28/02 - 10/03,
IND - Colaghty Orchard,R2929,,Independent Sector,COL-OFFICE,Rockit,M9,,,,10191,3.97,Conventional,B,B,28/02 - 10/03,
IND - Cronien Bun Orchard,R2936,,Independent Sector,CRO-BLOOM,Rockit,M9,,,,6681,2.41,Conventional,A,A,15/02/2024,
Crown,R2924,Shane Crawford,Crownthorpe Sector,CROWN A1,Rockit,M.9,Spindle,3,1.4,4235,1.865,Conventional,A1,A,14/03 - 25/03,
Crown,R2924,Shane Crawford,Crownthorpe Sector,CROWN A2,Rockit,M.9,Spindle,3,1.4,6498,2.851,Conventional,A2,A,14/03 - 25/03,
Crown,R2924,Shane Crawford,Crownthorpe Sector,CROWN B1,Rockit,M.9,Spindle,3,1.4,4222,1.83792,Conventional,B1,B,14/03 - 25/03,
Crown,R2924,Shane Crawford,Crownthorpe Sector,CROWN B2,Rockit,M.9,Spindle,3,1.4,3718,1.661,Conventional,B2,B,14/03 - 25/03,
IND - Crystall Road,R1811,,Independent Sector,CRY-ROCK,Rockit,CG202,,2.8,1.5,11874,4.987,Conventional,ROCK,A,10/03 - 21/03,
IND - Cypress,R2710,,Independent Sector,CYP-A1 1,Rockit,CG202,,3.5,1.5,734,0.39,Conventional,A1,A,24/02 - 06/03,
IND - Cypress,R2710,,Independent Sector,CYP-A1 2,Rockit,CG202,,1.5,3.5,819,0.43,Conventional,A1,A,24/02 - 06/03,Non-production
IND - Cypress,R2710,,Independent Sector,CYP-A1 3,Rockit,CG202,,3.5,1.5,2080,1.09,Conventional,A1,A,24/02 - 06/03,Non-production
IND - Cypress,R2710,,Independent Sector,CYP-A2,Rockit,M116,,3.5,2,1235,0.86,Conventional,A2,A,,Non-production
IND - Cypress,R2710,,Independent Sector,CYP-A3,Rockit,M9,,3.5,1.5,1826,0.96,Conventional,A3,A,,Non-production
IND - Cypress,R2710,,Independent Sector,CYP-C1 1,Rockit,CG202,,3.5,1.5,4949,2.6,Conventional,C1,C,24/02 - 06/03,
IND - Cypress,R2710,,Independent Sector,CYP-C1 2,Rockit,CG202,,3.5,1.5,1553,0.82,Conventional,C1,C,24/02 - 06/03,Non-production
IND - Dartmoor,R2851,,Independent Sector,DAR-DR1,Rockit,M.9,2D,2.8,1.5,7273,3,Conventional,DR1,A,01/03 - 12/03,
IND - Dartmoor,R2851,,Independent Sector,DAR-DR2,Rockit,M.9,2D,2.8,1.5,8466,3.46,Conventional,DR2,C,28/02 - 10/03,
IND - Dartmoor,R2851,,Independent Sector,DAR-DR3,Rockit,M.9,2D,2.8,1.5,8040,3.32,Conventional,DR3,E,10/03 - 21/03,
IND - Dartmoor,R2851,,Independent Sector,DAR-DR4,Rockit,M.9,2D,2.8,1.5,5955,2.46,Conventional,DR4,G,04/03 - 15/03,
IND - Dartmoor,R2851,,Independent Sector,DAR-DR5,Rockit,M.9,2D,2.8,1.5,3501,1.44,Conventional,DR5,I,29/02 - 11/03,
IND - Dartmoor,R2851,,Independent Sector,DAR-DR6,Rockit,M.9,2D,2.8,1.5,4574,1.88,Conventional,DR6,K,08/03 - 19/03,
IND - Dartmoor,R2851,,Independent Sector,DAR-DR7,Rockit,M.9,2D,2.8,1.5,4163,1.71,Conventional,DR7,M,28/02 - 10/03,
Dartmoor,R2150,,Independent Sector,DTM A,Rockit,M.9,Spindle,3,1.4,0,1.8627,Conventional,A,A,,Non-production
Dartmoor,R2150,,Independent Sector,DTM B,Rockit,M.9,Spindle,3,1.4,0,0.51366,Conventional,B,A,,Non-production
Dartmoor,R2150,,Independent Sector,DTM C,Rockit,M.9,Spindle,3,1.4,0,1.94628,Conventional,C,B,,Non-production
Dartmoor,R2150,,Independent Sector,DTM D,Rockit,M.9,Spindle,3,1.4,0,1.9404,Conventional,D,B,,Non-production
IND - Global Orchard,R2124,,Independent Sector,GLO-A,Rockit,MM.106,,4,1.4,5230,2.9,Conventional,A,A,28/02 - 10/03,
IND - Global Orchard,R2124,,Independent Sector,GLO-B,Rockit,MM.106,,4,2,2340,1.87,Conventional,B,B,28/02 - 10/03,
IND - Global Orchard,R2124,,Independent Sector,GLO-C,Rockit,MM.106,,4,2,1800,1.44,Conventional,C,C,,Non-production
IND - Grasmere Orchard,R2895,,Independent Sector,GRA E,Rockit,CG202,,3.6,2,644,0.463,Conventional,C,A,,
IND - Grasmere Orchard,R2895,,Independent Sector,GRA GK,Rockit,M793,,4.5,2.5,521,0.57,Conventional,K,A,,
IND - Grasmere Orchard,R2895,,Independent Sector,GRA GMGN,Rockit,M116,,4,2,328,0.26,Conventional,M,A,11/03 - 22/03,
IND - Grasmere Orchard,R2895,,Independent Sector,GRA GMGN2,Rockit,M116,,4,2,333,0.27,Conventional,M,A,11/03 - 22/03,
IND - Grasmere Orchard,R2895,,Independent Sector,GRA GT,Rockit,CG202,,4,1.5,938,0.56,Conventional,T,A,,
IND - Grasmere Orchard,R2895,,Independent Sector,GRA-GCGE  ,Rockit,CG202,,3.8,1.8,521,0.356,Conventional,C,A,,
Haumoana,R2776,Milap Sondh,Hastings Sector,HAU A1,Rockit,M.9,Spindle,3,1.4,4353,1.886,Conventional,A1,A,23/03 - 03/04,
Haumoana,R2776,Milap Sondh,Hastings Sector,HAU A2,Rockit,M.9,Spindle,3,1.4,5964,2.61,Conventional,A2,A,23/03 - 03/04,
Haumoana,R2776,Milap Sondh,Hastings Sector,HAU B1,Rockit,M.9,Spindle,3,1.4,3834,1.691,Conventional,B1,B,23/03 - 03/04,
Haumoana,R2776,Milap Sondh,Hastings Sector,HAU B2,Rockit,M.9,Spindle,3,1.4,4802,2.137,Conventional,B2,B,23/03 - 03/04,
Lowry Heretaunga,R2946,Shane Crawford,Crownthorpe Sector,HERE A1,Rockit,M.9,Spindle,3,1.4,3806,1.734,Conventional,A1,A,21/03 - 01/04,
Lowry Heretaunga,R2946,Shane Crawford,Crownthorpe Sector,HERE B1,Rockit,M.9,Spindle,3,1.4,8118,3.799,Conventional,B1,B,21/03 - 01/04,
Lowry Heretaunga,R2946,Shane Crawford,Crownthorpe Sector,HERE C1,Rockit,M.9,Spindle,3,1.4,7590,3.357,Conventional,C1,C,21/03 - 01/04,
Home Block,R1230,Todd Blackman,Havelock Sector,HME A,Rockit,CG202,FOPS,2.2,3,4644,3.219,Conventional,A,A,26/02 - 08/03,
Home Block,R1230,Todd Blackman,Havelock Sector,HME B,Rockit,CG202,FOPS,2.2,3,4592,3.157,Conventional,B,B,26/02 - 08/03,
Home Block,R1230,Todd Blackman,Havelock Sector,HME C,Rockit,M.9,Spindle,3.5,1.4,6065,3.118,Conventional,C,C,15/02 - 26/02,
Home Block,R1230,Todd Blackman,Havelock Sector,HME D1,Rockit,M.9,FOPS,2.2,2.4,1259,0.686,Conventional,D1,D,26/02 - 08/03,
Home Block,R1230,Todd Blackman,Havelock Sector,HME D2,Rockit,M.9,Spindle,3,1.4,1406,0.592,Conventional,D2,D,15/02 - 26/02,
Home Block,R1230,Todd Blackman,Havelock Sector,HME D3,Rockit,CG202,FOPS,2.2,3,3511,2.382,Conventional,D3,D,26/02 - 08/03,
Home Block,R1230,Todd Blackman,Havelock Sector,HME E1-7,Rockit,M.9/M.26,Spindle,3.5,1.5,3822,2.631,Conventional,E1-7,E,16/02 - 27/02,
Home Block,R1230,Todd Blackman,Havelock Sector,HME E8,Rockit,M.793,Spindle,5,1.4,433,0.32,Conventional,E8,E,16/02 - 27/02,
Home Block,R1230,Todd Blackman,Havelock Sector,HME F1,Rockit,M.9,Spindle,3.5,1.4,958,0.47,Conventional,F1,F,15/02 - 26/02,
Home Block,R1230,Todd Blackman,Havelock Sector,HME F2,Rockit,M.9,FOPS,2.2,2.4,3570,1.942,Conventional,F2,F,26/02 - 08/03,
IND - Huawhenua - Home,R1751,,Independent Sector,HUA-A3,Rockit,MM.106,,5,2.5,570,0.7125,Conventional,A3,A,02/03 - 13/03,
IND - Huawhenua - Home,R1751,,Independent Sector,HUA-B1,Rockit,M.26,,4.1,1.8,1543,1.11,Conventional,B1,B,24/03 - 04/04,
IND - Huawhenua - Home,R1751,,Independent Sector,HUA-B2,Rockit,CG202,,3.5,1.5,1395,1.03,Conventional,B2,B,02/03 - 13/03,
IND - Huawhenua - Home,R1751,,Independent Sector,HUA-B2.2,Rockit,MM102,,4.1,1.8,0,0,Conventional,,,,Non-production
IND - Huawhenua - Home,R1751,,Independent Sector,HUA-B3,Rockit,CG202,Spindle,3.4,1.5,1430,0.73,Conventional,B3,B,,
IND - Kararua,R2934,,Independent Sector,KAR-ROCK1,Rockit,M9,,,,0,2.13,Conventional,ROCK1,F,29/02 - 07/03,
IND - Kararua,R2934,,Independent Sector,KAR-ROCK10,Rockit,M9,,,,0,2.15,Conventional,RCK10,E,,
IND - Kararua,R2934,,Independent Sector,KAR-ROCK2,Rockit,M9,,,,0,1.95,Conventional,ROCK2,B,29/02 - 07/03,
IND - Kararua,R2934,,Independent Sector,KAR-ROCK3,Rockit,M9,,,,0,1.95,Conventional,ROCK3,F,25/02/2024,
IND - Kararua,R2934,,Independent Sector,KAR-ROCK4,Rockit,M9,,,,0,1.98,Conventional,ROCK4,B,29/02 - 07/03,
IND - Kararua,R2934,,Independent Sector,KAR-ROCK5,Rockit,M9,,,,0,1.98,Conventional,ROCK5,F,25/02/2024,
IND - Kararua,R2934,,Independent Sector,KAR-ROCK6,Rockit,M9,,,,0,0.61,Conventional,ROCK6,F,29/02 - 07/03,
IND - Kararua,R2934,,Independent Sector,KAR-ROCK7,Rockit,M9,,,,0,1.5,Conventional,ROCK7,D,29/02 - 07/03,
IND - Kararua,R2934,,Independent Sector,KAR-ROCK8,Rockit,M9,,,,0,2.15,Conventional,ROCK8,E,29/02 - 07/03,
IND - Kararua,R2934,,Independent Sector,KAR-ROCK9,Rockit,M9,,,,0,1.51,Conventional,ROCK9,D,29/02 - 07/03,
IND - Kahahakrui,R2969,,Independent Sector,KHK-38,Rockit,M9,,1.6,3.2,967,0.5,Conventional,38,A,,
IND - Kahahakrui,R2969,,Independent Sector,KHK-39,Rockit,M9,,1.6,3.2,5183,2.67,Conventional,39,A,,
IND - Kahahakrui,R2969,,Independent Sector,KHK-40,Rockit,M9,,1.6,3.2,6716,3.45,Conventional,40,B,,
IND - Kahahakrui,R2969,,Independent Sector,KHK-41,Rockit,M9,,1.6,3.2,4258,2.2,Conventional,41,C,,
IND - Kahahakrui,R2969,,Independent Sector,KHK-42,Rockit,M9,,1.6,3.2,4393,2.26,Conventional,42,D,,
IND - Kahahakrui,R2969,,Independent Sector,KHK-43,Rockit,M9,,1.6,3.2,5161,2.66,Conventional,43,E,,
IND - Kahahakrui,R2969,,Independent Sector,KHK-44,Rockit,M9,,1.6,3.2,6678,3.43,Conventional,44,F,,
IND - Kahahakrui,R2969,,Independent Sector,KHK-45,Rockit,M9,,1.6,3.2,6775,3.48,Conventional,45,G,,
IND - Kahahakrui,R2969,,Independent Sector,KHK-46,Rockit,M9,,1.6,3.2,6760,3.48,Conventional,46,H,,
IND - Kahahakrui,R2969,,Independent Sector,KHK-47,Rockit,M9,,1.6,3.2,5882,3.03,Conventional,47,I,,
IND - Kahahakrui,R2969,,Independent Sector,KHK-48,Rockit,M9,,1.6,3.2,6755,3.47,Conventional,48,J,,
IND - Kahahakrui,R2969,,Independent Sector,KHK-49,Rockit,M9,,1.6,3.2,6796,3.49,Conventional,49,K,,
IND - Kahahakrui,R2969,,Independent Sector,KHK-50,Rockit,M9,,1.6,3.2,5746,2.96,Conventional,50,L,,
IND - Korokipo orchard,R1173,,Independent Sector,KKO-A,Rockit,Cg202,,2,3,3115,1.87,Conventional,A,A,,
IND - Knight Road Horticulture,R2958,,Independent Sector,KNI-A,Rockit,M9,2D,2.8,1.6,2635,4.4,Conventional,A,D,02/03 - 13/03,
IND - Korokipo,R2850,,Independent Sector,KOR-KCR1,Rockit,M.9,2D,2.8,1.5,5680,2.34,Conventional,KCR1,A,03/03 - 14/03,
IND - Korokipo,R2850,,Independent Sector,KOR-KCR2,Rockit,M.9,2D,2.8,1.5,7754,3.25668,Conventional,KCR2,C,03/03 - 14/03,
IND - Korokipo,R2850,,Independent Sector,KOR-KCR3,Rockit,M.9,2D,2.8,1.5,10938,4.59396,Conventional,KCR3,E,05/03 - 16/03,
IND - Korokipo,R2850,,Independent Sector,KOR-KPR1,Rockit,M.9,2D,2.8,1.5,5763,2.42046,Conventional,KPR1,H,25/02 - 07/03,
IND - Korokipo,R2850,,Independent Sector,KOR-KPR2,Rockit,M.9,2D,2.8,1.5,6348,2.66616,Conventional,KPR2,I,25/02 - 07/03,
IND - Korokipo Verries,R2872,,Independent Sector,KOV-KVR1,Rockit,M9,2D,2.8,1.5,2726,1.14,Conventional,KVR1,B,27/02 - 09/03,
IND - Korokipo Verries,R2872,,Independent Sector,KOV-KVR2,Rockit,M9,2D,2.8,1.5,3752,1.58,Conventional,KVR2,D,27/02 - 09/03,
IND - Korokipo Verries,R2872,,Independent Sector,KOV-KVR3,Rockit,M9,2D,2.8,1.5,4296,1.8,Conventional,KVR3,H,27/02 - 09/03,
IND - Korokipo Verries,R2872,,Independent Sector,KOV-KVR4,Rockit,M9,2D,2.8,1.5,2778,1.17,Conventional,KVR4,J,27/02 - 09/03,
Lawn Road,R2917,Milap Sondh,Hastings Sector,LAWN A1,Rockit,M.9,2D,3,1.4,3855,1.903,Conventional,A1,A,22/03 - 02/04,
Lawn Road,R2917,Milap Sondh,Hastings Sector,LAWN A2,Rockit,M.9,2D,3,1.4,4307,2.079,Conventional,A2,A,22/03 - 02/04,
Lawn Road,R2917,Milap Sondh,Hastings Sector,LAWN B1,Rockit,M.9,2D,3,1.4,3662,1.914,Conventional,B1,B,22/03 - 02/04,
Lawn Road,R2917,Milap Sondh,Hastings Sector,LAWN B2,Rockit,M.9,2D,3,1.4,4625,2.228,Conventional,B2,B,22/03 - 02/04,
Lawn Road,R2917,Milap Sondh,Hastings Sector,LAWN C1,Rockit,M.9,2D,3,1.4,3443,1.685,Conventional,C1,C,22/03 - 02/04,
Lawn Road,R2917,Milap Sondh,Hastings Sector,LAWN C2,Rockit,M.9,2D,3,1.4,4494,2.2,Conventional,C2,C,22/03 - 02/04,
IND - Longlands,R2329,,Independent Sector,LGL A1,Rockit,M.9,2D,2.5,1.6,7517,3.0068,Conventional,A1,A,(excluded),
IND - Longlands,R2329,,Independent Sector,LGL A2,Rockit,M.9,2D,2.5,1.6,2442,0.9768,Conventional,A2,A,(excluded),
IND - Longlands,R2329,,Independent Sector,LGL B1,Rockit,M.9,2D,2.5,1.6,3862,1.5448,Conventional,B1,B,(excluded),
IND - Longlands,R2329,,Independent Sector,LGL B2,Rockit,M.9,2D,2.5,1.6,3909,1.5636,Conventional,B2,B,(excluded),
IND - Longlands,R2329,,Independent Sector,LGL B3,Rockit,M.9,2D,2.5,1.6,675,0.27,Conventional,B3,B,(excluded),
IND - Longlands,R2329,,Independent Sector,LGL B4,Rockit,M.9,2D,2.5,1.6,1559,0.6236,Conventional,B4,B,(excluded),
IND - Longlands,R2329,,Independent Sector,LGL C1,Rockit,M.9,2D,2.5,1.6,7158,2.8632,Conventional,C1,C,(excluded),
IND - Longlands,R2329,,Independent Sector,LGL C2,Rockit,M.9,2D,2.5,1.6,5787,2.3148,Conventional,C2,C,(excluded),
IND - Longlands,R2329,,Independent Sector,LGL D1,Rockit,M.9,2D,2.5,1.6,9659,3.8636,Conventional,D1,D,(excluded),
IND - Longlands,R2329,,Independent Sector,LGL D2,Rockit,M.9,2D,2.5,1.6,7948,3.1792,Conventional,D2,D,(excluded),
Lobb,R2899,Todd Blackman,Havelock Sector,LOBB A,Rockit,CG202,Spindle,3.5,1.4,5415,2.808,Conventional,A,A,27/02 - 09/03,
Lobb,R2899,Todd Blackman,Havelock Sector,LOBB B,Rockit,CG202,Spindle,3.5,1.4,5267,2.731,Conventional,B,B,27/02 - 09/03,
IND- Longacre Orchard (RLA),R2219,,Independent Sector,LONGACR A1,Rockit,CG202,Spindle,3.5,1.4,2377,1.208,Conventional,A1,A,23/02 - 05/03,
IND- Longacre Orchard (RLA),R2219,,Independent Sector,LONGACR A2,Rockit,CG202,Spindle,3.5,1.4,2173,1.124,Conventional,A2,A,23/02 - 05/03,
IND- Longacre Orchard (RLA),R2219,,Independent Sector,LONGACR B1,Rockit,M.9,2D,3,1.4,4246,1.807,Conventional,B1,B,16/02 - 27/02,
IND- Longacre Orchard (RLA),R2219,,Independent Sector,LONGACR B2,Rockit,M.9,2D,3,1.6,3628,1.726,Conventional,B2,B,,
IND- Longacre Orchard (RLA),R2219,,Independent Sector,LONGACR C1,Rockit,M.9,2D,3,1.6,4841,2.335,Conventional,C1,C,,
IND- Longacre Orchard (RLA),R2219,,Independent Sector,LONGACR C2,Rockit,M.9,2D,3,1.4,2722,1.176,Conventional,C2,C,16/02 - 27/02,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY A1,Rockit,CG202,Spindle,2.8,1.4,9202,3.749,Conventional,A1,A,20/03 - 31/03,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY A2,Rockit,CG202,Spindle,2.8,1.4,9091,3.761,Conventional,A2,A,20/03 - 31/03,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY B1,Rockit,CG202,Twin Leader,2.8,1.4,6605,2.727,Conventional,B1,B,20/03 - 31/03,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY B2,Rockit,CG41,Spindle,3,1.4,804,0.436,Conventional,B2,B,20/03 - 31/03,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY B3,Rockit,M.9,Spindle,3,1.4,892,0.43,Conventional,B3,B,20/03 - 31/03,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY C1,Rockit,CG202,FOPS,3,2.2,4444,3.074,Conventional,C1,C,16/03 - 27/03,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY C2,Rockit,CG202,FOPS,3,2.2,4228,2.907,Conventional,C2,C,16/03 - 27/03,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY D1,Rockit,CG202,2D,2.5,1.4,4795,1.693,Conventional,D1,D,05/04 - 16/04,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY D2,Rockit,M9,2D,2.5,1.4,4972,1.772,Conventional,D2,D,05/04 - 16/04,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY D3,Rockit,CG202,FOPS,2.2,2.8,2728,1.733,Conventional,D3,D,05/04 - 16/04,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY D4,Rockit,M.9,FOPS,2.2,2.4,2852,1.733,Conventional,D4,D,05/04 - 16/04,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY E1,Rockit,M.9,Spindle,2.8,1,9831,2.668,Conventional,E1,E,20/03 - 31/03,Hedging trial
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY F1,Rockit,M.9,FOPS,2.2,2.4,3034,1.619,Conventional,F1,F,20/03 - 31/03,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY F2,Rockit,M.9,Spindle,2.8,1,6644,1.965,Conventional,F2,F,,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY G1,Rockit,M.9,FOPS,2.2,2.4,3916,2.902,Conventional,G1,G,05/04 - 16/04,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY G2,Rockit,M.9,FOPS,2.2,2.4,3372,1.82,Conventional,G2,G,05/04 - 16/04,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY G3,Rockit,M.9,FOPS,2.2,2.4,3156,1.701,Conventional,G3,G,05/04 - 16/04,
Lowry,R2918,Shane Crawford,Crownthorpe Sector,LOWRY H1,Rockit,M.9,FOPS,2.2,2.4,4751,2.575,Conventional,H1,H,05/04 - 16/04,
Mana 1,R2926,Andrew Culver,Maraekakaho Sector,MANA1 - A1,Rockit,M.9,2D,3,1.4,7387,3.26,Conventional,A1,A,23/02 - 05/03,
Mana 1,R2926,Andrew Culver,Maraekakaho Sector,MANA1 - A2,Rockit,M.9,2D,3,1.4,6134,2.757,Conventional,A2,A,23/02 - 05/03,
Mana 1,R2926,Andrew Culver,Maraekakaho Sector,MANA1 - B1,Rockit,M.9,2D,3,1.4,6785,3.068,Conventional,B1,B,15/02 - 26/02,
Mana 1,R2926,Andrew Culver,Maraekakaho Sector,MANA1 - B2,Rockit,M.9,2D,3,1.4,6875,3.07,Conventional,B2,B,15/02 - 26/02,
Mana 2,R2927,Andrew Culver,Maraekakaho Sector,MANA2 - A1,Rockit,M.9,2D,3,1.4,6356,2.769,Conventional,A1,A,23/02 - 05/03,
Mana 2,R2927,Andrew Culver,Maraekakaho Sector,MANA2 - A2,Rockit,M.9,2D,3,1.4,5855,2.569,Conventional,A2,A,23/02 - 05/03,
Mana 2,R2927,Andrew Culver,Maraekakaho Sector,MANA2 - B1,Rockit,M.9,2D,3,1.4,6232,2.756,Conventional,B1,B,23/02 - 05/03,
Mana 2,R2927,Andrew Culver,Maraekakaho Sector,MANA2 - B2,Rockit,M.9,2D,3,1.4,6241,2.783,Conventional,B2,B,23/02 - 05/03,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI A1,Rockit,M.9,Spindle,3,1.4,4802,2.134,Conventional,A1,A,05/03 - 16/03,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI A2,Rockit,M.9,Spindle,3,1.4,5018,2.228,Conventional,A2,A,05/03 - 16/03,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI B1,Rockit,M.9,Spindle,3,1.4,5355,2.36,Conventional,B1,B,05/03 - 16/03,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI B2,Rockit,M.9,Spindle,3,1.4,2468,1.092,Conventional,B2,B,05/03 - 16/03,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI C,Rockit,M.9,Spindle,3,1.4,6310,2.774,Conventional,C,C,17/02 - 28/02,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI D,Rockit,M.9,Spindle,3,1.4,6681,2.93,Conventional,D,D,17/02 - 28/02,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI E,Rockit,M.9,Spindle,3,1.4,4789,2.136,Conventional,E,E,17/02 - 28/02,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI F1,Rockit,M.9,Spindle,3,1.4,5407,2.413,Conventional,F1,F,17/02 - 28/02,
Manahi,R2880,Todd Blackman,Havelock Sector,MANAHI F2,Rockit,M.9,Spindle,3,1.4,4903,2.187,Conventional,F2,F,17/02 - 28/02,
IND - Manzana,R2879,,Independent Sector,MANZ A1,Rockit,M.9,Spindle,3,1.4,6075,2.5515,Conventional,A1,A,25/02 - 07/03,
IND - Manzana,R2879,,Independent Sector,MANZ A2,Rockit,M.9,Spindle,3,1.4,4841,2.03322,Conventional,A2,A,25/02 - 07/03,
IND - Manzana,R2879,,Independent Sector,MANZ A3,Rockit,M.9,Spindle,3,1.4,3082,1.29444,Conventional,A3,A,25/02 - 07/03,
IND - Manzana,R2879,,Independent Sector,MANZ B1,Rockit,M.9,Spindle,3,1.4,3906,1.64052,Conventional,B1,B,25/02 - 07/03,
